login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
AlexGyver,AlexGyver/3dpov,2020-04-18T12:58:52Z,7,7,C++,True,True,mit
AlexGyver,AlexGyver/AC_Dimmer,2017-10-04T22:27:47Z,47,47,C,True,True,
AlexGyver,AlexGyver/AiFrame,2024-07-17T11:52:58Z,14,14,C,True,True,mit
AlexGyver,AlexGyver/Aim-Fan,2018-05-28T13:03:26Z,16,16,C++,True,True,mit
AlexGyver,AlexGyver/AlexGyver,2020-10-15T23:12:38Z,50,50,,True,True,
AlexGyver,AlexGyver/alexgyver.github.io,2019-08-02T13:07:33Z,43,43,JavaScript,True,True,
AlexGyver,AlexGyver/ALight_by_KARMAN,2019-10-16T10:54:29Z,24,24,C,True,True,
AlexGyver,AlexGyver/AmbiSensor,2023-08-05T15:28:40Z,16,16,C++,True,True,mit
AlexGyver,AlexGyver/Arduino_Ambilight,2017-08-25T23:11:55Z,152,152,C++,True,True,
AlexGyver,AlexGyver/Arduino_speedometer,2017-03-04T20:50:03Z,21,21,C++,True,True,
AlexGyver,AlexGyver/ArmTank,2021-11-09T07:40:04Z,10,10,C++,True,True,mit
AlexGyver,AlexGyver/Auto-Pumps,2018-05-13T13:33:34Z,20,20,C++,True,True,
AlexGyver,AlexGyver/autoHumidifier,2017-11-02T06:58:55Z,23,23,C++,True,True,
AlexGyver,AlexGyver/automaticTrashcan_v2,2017-10-18T21:50:38Z,10,10,C++,True,True,mit
AlexGyver,AlexGyver/Auto_Pump_Sleep,2018-05-29T12:46:34Z,30,30,C++,True,True,
AlexGyver,AlexGyver/BallClock,2024-09-24T13:32:09Z,8,8,C++,True,True,mit
AlexGyver,AlexGyver/BendeRadio,2023-09-17T11:50:41Z,21,21,C++,True,True,mit
AlexGyver,AlexGyver/Bitmaper,2024-06-22T15:20:17Z,38,38,JavaScript,True,True,
AlexGyver,AlexGyver/BluetoothCar,2018-10-11T21:23:30Z,26,26,C++,True,True,mit
AlexGyver,AlexGyver/capacity-tester,2021-03-16T15:42:38Z,3,3,C++,True,True,
AlexGyver,AlexGyver/ChristmasLights,2019-12-23T14:13:14Z,40,40,C++,True,True,
AlexGyver,AlexGyver/Chron2,2021-03-08T13:12:17Z,4,4,C++,True,True,
AlexGyver,AlexGyver/Chronograph,2021-03-07T20:00:49Z,3,3,C++,True,True,
AlexGyver,AlexGyver/ColorMusic,2018-03-14T11:32:58Z,178,178,C++,True,True,mit
AlexGyver,AlexGyver/ColorMusicRGB,2021-08-25T05:33:30Z,5,5,C++,True,True,
AlexGyver,AlexGyver/COVID19,2020-04-23T14:44:28Z,12,12,C,True,True,mit
AlexGyver,AlexGyver/crypto,2020-10-15T22:29:38Z,33,33,Processing,True,True,
AlexGyver,AlexGyver/CyberEYE,2019-10-31T10:57:28Z,6,6,C++,True,True,mit
AlexGyver,AlexGyver/Dawn-Clock,2018-11-26T22:25:01Z,18,18,C++,True,True,
AlexGyver,AlexGyver/DigiSand,2024-01-31T13:59:49Z,22,22,C++,True,True,
carlcastanas,carlcastanas/100-days-coding-challenge,2023-09-16T10:49:05Z,26,26,,True,True,
carlcastanas,carlcastanas/143,2024-08-26T14:40:15Z,3,3,HTML,True,True,
carlcastanas,carlcastanas/Algorithm-Explanation,2023-04-15T16:23:55Z,8,8,Python,True,True,
carlcastanas,carlcastanas/apollo-client,2022-03-11T09:42:44Z,2,2,,True,False,mit
carlcastanas,carlcastanas/App-Development-Swift,2022-03-19T03:35:49Z,3,3,Swift,True,True,
carlcastanas,carlcastanas/awesome-github-profile-readme-templates,2021-12-19T15:17:48Z,6,6,HTML,True,True,
carlcastanas,carlcastanas/Beginners-Guide-to-Programming,2024-04-28T12:15:41Z,22,22,,True,True,
carlcastanas,carlcastanas/Capstone,2022-03-17T14:27:12Z,8,8,,True,True,
carlcastanas,carlcastanas/Capstone-Generator,2022-04-02T10:39:14Z,59,59,JavaScript,True,True,
carlcastanas,carlcastanas/Capstone-Guide,2024-02-15T06:52:46Z,55,55,,True,False,
carlcastanas,carlcastanas/carlcastanas,2023-01-22T04:10:39Z,36,36,,True,True,
carlcastanas,carlcastanas/Chess-Roadmap,2024-09-18T17:24:38Z,0,0,,True,True,
carlcastanas,carlcastanas/CloneWeb,2023-09-20T05:19:07Z,2,2,Shell,True,True,
carlcastanas,carlcastanas/Code_Memes,2024-08-20T12:47:03Z,10,10,HTML,True,True,
carlcastanas,carlcastanas/coding-interview-university,2021-12-28T19:33:02Z,4,4,,True,False,cc-by-sa-4.0
carlcastanas,carlcastanas/Community-Developer-Roadmap,2022-02-07T11:35:16Z,1,1,,True,True,apache-2.0
carlcastanas,carlcastanas/Computer-Science-Roadmap,2023-08-27T05:39:06Z,32,32,,True,True,
carlcastanas,carlcastanas/Cybersecurity-Roadmap,2023-08-26T04:06:23Z,342,342,,True,True,
carlcastanas,carlcastanas/DDos-Attack,2021-12-19T18:57:18Z,0,0,,True,True,
carlcastanas,carlcastanas/design-resources-for-developers,2022-06-04T13:20:57Z,5,5,,True,True,apache-2.0
carlcastanas,carlcastanas/eco-game,2024-09-22T12:57:19Z,0,0,,True,True,
carlcastanas,carlcastanas/FAANG-Resources-1,2021-12-19T19:15:19Z,2,2,Roff,True,True,apache-2.0
carlcastanas,carlcastanas/freelancing,2024-09-18T14:41:10Z,0,0,,True,True,
carlcastanas,carlcastanas/Google-Maps-Business-Data-Scraper,2023-08-26T15:45:58Z,4,4,Python,True,True,
carlcastanas,carlcastanas/InstaUnfollow-Tracker,2024-09-30T09:55:28Z,2,2,HTML,True,True,
carlcastanas,carlcastanas/IT-Career-Roadmap,2024-10-03T08:48:39Z,0,0,,True,True,
carlcastanas,carlcastanas/IT-curriculum-guide,2023-08-10T03:17:16Z,322,322,,True,True,
carlcastanas,carlcastanas/IT-GUIDE,2024-07-29T11:54:38Z,59,59,,True,True,
carlcastanas,carlcastanas/IT-Resources,2023-09-30T06:43:24Z,41,41,,True,True,
carlcastanas,carlcastanas/java_algorithm,2022-10-17T15:55:36Z,8,8,Java,True,True,
sergeyshaykhullin,sergeyshaykhullin/argo-helm,2021-03-15T18:04:53Z,4,4,Mustache,True,False,apache-2.0
sergeyshaykhullin,sergeyshaykhullin/bitnami-docker-minio,2021-09-13T18:11:02Z,0,0,Shell,True,True,other
sergeyshaykhullin,sergeyshaykhullin/charts,2021-01-19T11:14:14Z,9,9,Mustache,True,False,other
sergeyshaykhullin,sergeyshaykhullin/charts-1,2021-06-03T12:37:21Z,0,0,Mustache,True,True,mit
sergeyshaykhullin,sergeyshaykhullin/consul-helm,2020-12-07T09:55:53Z,6,6,,True,True,mpl-2.0
sergeyshaykhullin,sergeyshaykhullin/ExchangeToExchangeBinding,2022-09-23T20:42:49Z,0,0,C#,True,True,
sergeyshaykhullin,sergeyshaykhullin/gologin,2021-11-28T13:55:59Z,0,0,JavaScript,True,True,
sergeyshaykhullin,sergeyshaykhullin/Hangfire.Atoms,2020-06-21T11:47:06Z,14,14,C#,True,True,mit
sergeyshaykhullin,sergeyshaykhullin/helm-charts,2020-12-10T19:36:57Z,11,11,Go,True,True,apache-2.0
sergeyshaykhullin,sergeyshaykhullin/helm-charts-1,2021-03-12T18:57:01Z,3,3,Smarty,True,False,apache-2.0
sergeyshaykhullin,sergeyshaykhullin/helm-charts-2,2021-06-04T15:49:27Z,0,0,,True,True,apache-2.0
sergeyshaykhullin,sergeyshaykhullin/hotchocolate,2021-02-06T18:36:03Z,21,21,,True,False,mit
sergeyshaykhullin,sergeyshaykhullin/k8s,2021-07-10T19:36:29Z,0,0,,True,True,apache-2.0
sergeyshaykhullin,sergeyshaykhullin/k8s-wait-for,2020-12-28T10:40:02Z,8,8,,True,True,mit
sergeyshaykhullin,sergeyshaykhullin/MassTransit.Riders.Diagnostics.Demo,2020-10-13T19:23:59Z,8,8,C#,True,True,
sergeyshaykhullin,sergeyshaykhullin/sergeyshaykhullin,2021-01-21T10:44:10Z,28,28,,True,True,
alexey-goloburdin,alexey-goloburdin/botanim-bot,2023-01-21T17:33:31Z,178,178,Python,True,True,
alexey-goloburdin,alexey-goloburdin/debian-set-up-for-django,2019-06-12T11:37:30Z,334,334,,True,True,
alexey-goloburdin,alexey-goloburdin/debian-set-up-for-php,2019-09-02T01:10:59Z,29,29,,True,True,
alexey-goloburdin,alexey-goloburdin/django-clean-template,2019-09-29T16:40:01Z,433,433,Python,True,True,
alexey-goloburdin,alexey-goloburdin/django-orm-vs-json_agg,2024-07-21T23:01:46Z,3,3,Python,True,True,
alexey-goloburdin,alexey-goloburdin/dnd-demo,2022-09-13T20:15:05Z,23,23,JavaScript,True,True,
alexey-goloburdin,alexey-goloburdin/drfjsondemo,2021-11-11T13:06:33Z,3,3,,True,True,
alexey-goloburdin,alexey-goloburdin/eng-ru-dictionary,2024-03-25T07:16:35Z,197,197,,True,True,
alexey-goloburdin,alexey-goloburdin/fix-donate-telegram,2022-11-16T14:28:23Z,10,10,Python,True,True,
alexey-goloburdin,alexey-goloburdin/frontend-project-example,2022-07-10T10:59:03Z,9,9,TypeScript,True,True,
alexey-goloburdin,alexey-goloburdin/knowledge-base,2024-05-17T00:46:05Z,155,155,,True,True,
alexey-goloburdin,alexey-goloburdin/mdBook,2022-05-27T17:00:50Z,3,3,,True,True,mpl-2.0
alexey-goloburdin,alexey-goloburdin/nvim-config,2021-10-03T11:53:22Z,223,223,Vim Script,True,True,
alexey-goloburdin,alexey-goloburdin/pgspecial,2023-01-15T14:55:36Z,0,0,,True,True,bsd-3-clause
alexey-goloburdin,alexey-goloburdin/phoneinput,2021-03-31T13:08:28Z,184,184,JavaScript,True,True,
alexey-goloburdin,alexey-goloburdin/postgres-s3-backuper,2020-05-14T15:01:39Z,39,39,Python,True,True,
alexey-goloburdin,alexey-goloburdin/react-typescript-component-generator,2022-06-29T17:42:59Z,16,16,Python,True,True,
alexey-goloburdin,alexey-goloburdin/schulze-method,2023-01-28T17:05:24Z,0,0,,True,True,apache-2.0
alexey-goloburdin,alexey-goloburdin/solid-todomvc,2022-07-17T11:57:41Z,2,2,,True,True,
alexey-goloburdin,alexey-goloburdin/telegram-finance-bot,2019-12-30T17:21:12Z,421,421,Python,True,True,
alexey-goloburdin,alexey-goloburdin/tests,2022-03-09T14:35:20Z,3,3,,True,True,
alexey-goloburdin,alexey-goloburdin/thanks,2022-02-14T19:18:18Z,252,252,,True,True,
alexey-goloburdin,alexey-goloburdin/tinkoff-analytics,2020-12-16T00:32:02Z,66,66,Python,True,True,
alexey-goloburdin,alexey-goloburdin/typed-python-book,2022-05-27T19:20:14Z,123,123,Handlebars,True,True,other
alexey-goloburdin,alexey-goloburdin/weather,2022-05-25T16:07:39Z,100,100,Python,True,True,
alexey-goloburdin,alexey-goloburdin/youtube-google-sheets-python,2019-08-26T03:20:31Z,43,43,Python,True,True,
alexey-goloburdin,alexey-goloburdin/youtube-python-structures,2019-07-31T14:53:38Z,19,19,Python,True,True,
richardroberti,richardroberti/bmi,2023-02-26T22:20:42Z,10,10,Python,True,True,
richardroberti,richardroberti/richardroberti,2024-01-04T16:35:22Z,0,0,,True,True,
richardroberti,richardroberti/stalk0,2023-02-03T22:33:43Z,13,13,,True,True,
richardroberti,richardroberti/term,2023-05-16T23:02:40Z,1,1,Shell,True,True,
ksemaev,ksemaev/cardano-rest,2020-06-04T14:07:31Z,5,5,Haskell,True,True,apache-2.0
ksemaev,ksemaev/fluent-plugin-rewrite-tag-filter,2019-11-06T09:00:42Z,6,6,,True,False,other
ksemaev,ksemaev/lpic_1-101,2017-08-21T09:32:53Z,426,426,,True,True,
ksemaev,ksemaev/lpic_1-102,2017-08-21T09:42:18Z,177,177,,True,True,
ksemaev,ksemaev/lpic_2-201,2017-09-03T18:37:25Z,114,114,,True,True,
ksemaev,ksemaev/manuals,2017-08-21T09:46:48Z,128,128,,True,True,
ksemaev,ksemaev/neo-cli,2019-07-18T06:45:37Z,4,4,C#,True,False,mit
ksemaev,ksemaev/offtop,2018-03-09T14:06:05Z,26,26,,True,True,
ksemaev,ksemaev/ontology-explorer,2019-06-24T12:13:21Z,6,6,Vue,True,True,
ksemaev,ksemaev/parity,2018-07-07T09:16:10Z,9,9,,True,True,
ksemaev,ksemaev/project_template,2018-03-25T11:32:13Z,83,83,Groovy,True,True,
Robi2810,Robi2810/avs-idz-1,2022-11-08T22:31:06Z,1,1,,True,True,
Robi2810,Robi2810/CampusTravel,2022-03-14T21:15:11Z,1,1,,True,True,
Robi2810,Robi2810/colloc,2023-02-06T15:45:24Z,1,1,Java,True,True,
Robi2810,Robi2810/colloc_na_0,2023-06-19T16:08:14Z,2,2,,True,True,
Robi2810,Robi2810/DeepSpace,2023-05-13T01:31:37Z,1,1,C#,True,True,
Robi2810,Robi2810/Degenerator_Vishnyakova,2023-07-13T16:55:42Z,8,8,Python,True,True,
Robi2810,Robi2810/DZ_4,2023-03-06T13:47:06Z,1,1,C,True,True,
Robi2810,Robi2810/DZ_5,2023-03-06T14:00:58Z,1,1,C,True,True,
Robi2810,Robi2810/IDZ2,2022-11-12T13:14:22Z,1,1,Assembly,True,True,
Robi2810,Robi2810/IDZ3,2022-11-26T12:50:46Z,3,3,Assembly,True,True,
Robi2810,Robi2810/IDZ_1,2022-10-21T22:37:56Z,0,0,Assembly,True,True,
Robi2810,Robi2810/idz_kpo_4,2023-06-06T19:43:54Z,1,1,C#,True,True,
Robi2810,Robi2810/methodologies_hse_2022,2023-01-20T14:52:09Z,1,1,,True,True,
Robi2810,Robi2810/NIS,2023-01-20T14:38:55Z,1,1,,True,True,
Robi2810,Robi2810/OS-idz-4,2023-06-11T20:13:03Z,4,4,C,True,True,
Robi2810,Robi2810/OS_IDZ_1,2023-03-19T11:28:06Z,2,2,C,True,True,
Robi2810,Robi2810/OS_IDZ_1w,2023-03-19T11:27:47Z,1,1,,True,True,
Robi2810,Robi2810/OS_IDZ_2,2023-04-23T16:37:32Z,1,1,C,True,True,
Robi2810,Robi2810/OS_IDZ_3,2023-05-20T10:22:36Z,2,2,C,True,True,
Robi2810,Robi2810/Robi2810,2023-06-22T12:13:42Z,5,5,,True,True,
Robi2810,Robi2810/SD-HW2,2022-12-27T10:50:08Z,2,2,Java,True,True,
Robi2810,Robi2810/sem_OS_10,2023-05-22T11:12:08Z,1,1,C,True,True,
Robi2810,Robi2810/sem_OS_11,2023-05-22T11:07:38Z,2,2,C,True,True,
Robi2810,Robi2810/sem_OS_12,2023-05-22T10:55:22Z,2,2,C,True,True,
Robi2810,Robi2810/Sezam,2024-09-14T22:52:14Z,0,0,,True,True,
Robi2810,Robi2810/Sezam_redesign,2024-09-15T19:10:39Z,0,0,,True,True,
Robi2810,Robi2810/sitepoint-github-profile,2022-12-12T15:30:26Z,1,1,,True,True,
Robi2810,Robi2810/textual,2024-05-26T19:49:30Z,0,0,,True,True,mit
Robi2810,Robi2810/UralKal,2022-04-22T13:08:35Z,3,3,JavaScript,True,True,
Robi2810,Robi2810/WebServiceFront,2024-03-19T07:10:50Z,0,0,,True,True,
yandex,yandex/AFL,2019-10-03T09:32:01Z,2,2,C,True,True,apache-2.0
yandex,yandex/agglomerative_clustering,2020-05-23T18:17:29Z,14,14,C++,True,True,mit
yandex,yandex/alice-skills,2018-05-18T11:49:10Z,177,177,Python,True,True,other
yandex,yandex/aperiodic_grille,2022-06-15T09:33:10Z,4,4,,True,True,
yandex,yandex/argon2,2017-07-06T14:23:03Z,80,80,C++,True,True,bsd-3-clause
yandex,yandex/audio-js,2016-05-25T15:54:26Z,185,185,JavaScript,True,True,other
yandex,yandex/balancer,2012-02-28T08:41:49Z,71,71,C,True,True,
yandex,yandex/browser-extensions,2016-07-28T15:37:15Z,32,32,JavaScript,True,True,
yandex,yandex/burp-molly-pack,2017-11-14T13:37:34Z,137,137,Java,True,True,bsd-3-clause
yandex,yandex/burp-molly-scanner,2017-11-14T16:07:17Z,154,154,Java,True,True,other
yandex,yandex/cggen,2021-03-23T16:53:14Z,21,21,Swift,True,True,other
yandex,yandex/ch-backup,2023-06-22T09:55:49Z,31,31,Python,True,True,mit
yandex,yandex/ch-tools,2023-06-22T09:57:24Z,28,28,Python,True,True,mit
yandex,yandex/cluster_metrics,2020-05-13T12:02:06Z,13,13,C++,True,True,mit
yandex,yandex/CMICOT,2016-12-13T15:19:15Z,42,42,C++,True,True,other
yandex,yandex/csp-reporter,2013-12-01T13:01:25Z,45,45,Python,True,True,gpl-2.0
yandex,yandex/csp-tester,2013-07-13T21:10:13Z,56,56,JavaScript,True,True,gpl-2.0
yandex,yandex/datasync-js,2015-03-25T13:25:36Z,33,33,JavaScript,True,True,other
yandex,yandex/deaf,2015-10-23T14:16:30Z,33,33,Java,True,True,other
yandex,yandex/dep_tregex,2016-07-26T16:32:04Z,21,21,Python,True,True,other
yandex,yandex/django_replicated,2010-02-19T15:24:18Z,352,352,Python,True,False,other
yandex,yandex/dmp,2024-05-31T07:29:22Z,3,3,,True,True,
yandex,yandex/domestic-roots-mobile,2022-12-20T15:17:41Z,1,1,Kotlin,True,True,other
yandex,yandex/domestic-roots-patch,2022-08-04T14:18:34Z,8,8,,True,True,bsd-3-clause
yandex,yandex/dpt,2016-10-19T15:25:03Z,41,41,JavaScript,True,True,other
yandex,yandex/dpt-docs,2017-02-28T12:56:31Z,0,0,JavaScript,True,True,other
yandex,yandex/dpt-scaffold,2017-02-28T12:56:48Z,0,0,JavaScript,True,True,other
yandex,yandex/erater,2016-03-01T13:08:28Z,10,10,Erlang,True,True,bsd-3-clause
yandex,yandex/erateserver,2016-03-01T13:12:05Z,7,7,Erlang,True,True,bsd-3-clause
yandex,yandex/evgen,2022-09-14T09:27:49Z,16,16,TypeScript,True,True,other
PHPTCloud,PHPTCloud/github-booster,2024-03-16T11:47:16Z,10,10,PHP,True,True,
PHPTCloud,PHPTCloud/is-day-off,2020-10-18T21:27:45Z,26,26,PHP,True,True,
PHPTCloud,PHPTCloud/jsend-symfony-bundle,2024-02-27T11:42:55Z,13,13,PHP,True,True,mit
PHPTCloud,PHPTCloud/microservices-template,2022-05-07T09:58:09Z,7,7,PHP,True,True,
PHPTCloud,PHPTCloud/password-entropy-validator,2024-03-08T22:50:07Z,11,11,PHP,True,True,mit
PHPTCloud,PHPTCloud/PHPTCloud,2024-02-25T10:48:02Z,8,8,,True,True,
PHPTCloud,PHPTCloud/telegram-api,2023-12-29T13:22:34Z,31,31,PHP,False,True,
tkhirianov,tkhirianov/2021_housework,2021-09-30T08:39:32Z,2,2,,True,True,gpl-3.0
tkhirianov,tkhirianov/ActionGame,2022-05-23T13:48:58Z,1,1,Python,True,True,gpl-3.0
tkhirianov,tkhirianov/bare_c_oop,2020-02-21T00:43:35Z,13,13,Makefile,True,True,gpl-3.0
tkhirianov,tkhirianov/brainhorn_presentation_2020,2020-02-29T07:14:17Z,4,4,Python,True,True,mit
tkhirianov,tkhirianov/cannon,2018-11-02T11:32:08Z,4,4,Python,True,True,gpl-3.0
tkhirianov,tkhirianov/course-site-python3,2022-03-28T09:33:41Z,0,0,,True,True,
tkhirianov,tkhirianov/cpp_1514_2020,2020-10-02T13:20:43Z,14,14,C++,True,True,gpl-3.0
tkhirianov,tkhirianov/cpp_lections_2017,2017-10-24T13:28:38Z,6,6,C++,True,True,gpl-3.0
tkhirianov,tkhirianov/crosses_and_zeroes,2021-11-11T08:33:36Z,3,3,Python,True,True,gpl-3.0
tkhirianov,tkhirianov/fibonacci_tdd_2021,2021-12-02T08:53:40Z,2,2,Python,True,True,gpl-3.0
tkhirianov,tkhirianov/foxford-vne-ege-2019-2020,2019-11-25T14:19:28Z,11,11,Python,True,True,gpl-3.0
tkhirianov,tkhirianov/foxford_2018,2018-11-19T13:45:06Z,3,3,Python,True,True,gpl-3.0
tkhirianov,tkhirianov/fox_class10,2015-11-11T15:55:22Z,2,2,,True,True,
tkhirianov,tkhirianov/fox_inf10_2016,2017-02-06T15:16:17Z,2,2,Python,True,True,gpl-3.0
tkhirianov,tkhirianov/fox_python_2016,2016-10-21T14:35:16Z,4,4,Python,True,True,gpl-3.0
tkhirianov,tkhirianov/ftsh_dagestan_7,2017-11-22T05:55:48Z,3,3,Python,True,True,gpl-3.0
tkhirianov,tkhirianov/games,2015-10-06T09:40:24Z,3,3,Python,True,True,
tkhirianov,tkhirianov/go_python,2016-05-27T14:04:12Z,7,7,Python,True,True,gpl-3.0
tkhirianov,tkhirianov/infa2021,2021-09-27T07:06:10Z,2,2,,True,True,gpl-3.0
tkhirianov,tkhirianov/kpk-foxford-2019,2019-09-11T15:42:35Z,4,4,Python,True,True,gpl-3.0
tkhirianov,tkhirianov/kpk2016,2016-07-05T14:24:40Z,15,15,Python,True,True,gpl-3.0
tkhirianov,tkhirianov/lab6,2015-10-06T05:53:43Z,1,1,Python,True,True,
tkhirianov,tkhirianov/lections,2015-11-16T15:37:17Z,6,6,TeX,True,True,gpl-3.0
tkhirianov,tkhirianov/lections_2019,2019-09-16T05:39:23Z,266,266,Python,True,True,gpl-3.0
tkhirianov,tkhirianov/lections_2020,2020-02-04T21:59:46Z,217,217,Python,True,True,other
tkhirianov,tkhirianov/lftsh_2016,2016-08-11T08:44:15Z,4,4,Python,True,True,gpl-3.0
tkhirianov,tkhirianov/MIPT_1_Py,2021-10-01T14:48:11Z,1,1,Python,True,True,
tkhirianov,tkhirianov/msu_supercomputing_academy,2016-06-27T13:16:28Z,4,4,C++,True,True,gpl-3.0
tkhirianov,tkhirianov/my_example_of_interf,2019-11-20T07:42:11Z,1,1,,True,True,
tkhirianov,tkhirianov/pascal,2012-11-12T16:20:23Z,1,1,Pascal,True,True,
esokolov,esokolov/ml-course-hse,2016-09-04T15:36:26Z,2992,2992,Jupyter Notebook,True,True,
esokolov,esokolov/ml-course-msu,2015-09-11T08:51:24Z,873,873,Jupyter Notebook,True,True,
esokolov,esokolov/ml-minor-hse,2016-01-17T12:11:47Z,72,72,Jupyter Notebook,True,True,
esokolov,esokolov/opt-microarray,2012-06-06T10:54:38Z,7,7,Matlab,True,True,
esokolov,esokolov/voronovo_seminar_materials,2018-01-26T09:24:29Z,6,6,Jupyter Notebook,True,True,
Good4lien,Good4lien/Blog,2019-08-13T01:41:19Z,72,72,JavaScript,True,True,
Good4lien,Good4lien/calculator,2022-04-02T14:08:25Z,58,58,C#,True,True,
Good4lien,Good4lien/cryptoParser,2023-03-02T05:49:00Z,24,24,Python,True,False,
Good4lien,Good4lien/Fibonacci,2023-03-01T19:26:31Z,56,56,Python,True,True,
Good4lien,Good4lien/Good4lien,2023-03-01T23:06:56Z,141,141,,True,True,
Good4lien,Good4lien/instagram-bot,2022-04-01T19:37:55Z,108,108,Python,True,True,
Good4lien,Good4lien/Metronome,2023-03-10T12:10:11Z,14,14,Python,True,True,
Good4lien,Good4lien/news_parser,2023-03-10T06:42:36Z,11,11,Python,True,True,
